Vintage,Winery,Label,Variety,Region,Country,Wine Type,Merit,Value,Best,%Alcohol,Qty,Qty/Case,Bottle Size,Price,User Notes 1,User Notes 2,Location,UserField3
2011,Fiuza Wines,Ikon,Touriga nacional,Tejo,Portugal,R,,,2023,,3,,750 mL,26.00,Exhibits a rich array of flavor and personality. Spicy  toasty anise and black licorice notes join cedary oak details  lending this a distinctive edge  with the blackberry and raspberry elements slow to move to the forefront. Ends with a persistent finish. Drink now through 2023, ,Wine Rack 2,Row 1/bin 2
2008,Chateau de Ferrand,Saint Emilion Grand Cru,Merlot/Cab Franc/Cab Sauv,Bordeaux,France,R,,,2017,,1,,750 mL,$30,A gift from Ernie & Zita on my 66th birthday. Signed by the winemaker and owner.,Total Wine and More Suite 214 11325 Seven Locks Road Potomac  MD 20854,French Rack,Row 4/bin 1
2011,Massino Rivitti,Barbaresco,Nebbiolo,Piedmont,Italy,R,,,2024,,3,,750 mL,$65.00,RP: The 2011 Barbaresco offers a very beautiful balance between the ripeness of its fruit and added spice layers obtained from two years of aging in botte grande. You can taste the youth of the wine in its evident fruit tones of plush cherry and dark prune  but you also get a sense of where the wine is headed down the road. The acidity and structure are well-suited for additional years of cellar aging. In terms of base Barbaresco from 2011  this wine certainly delivers the goods and offers great value along the way. Drink: 2016-2024,  35084 Sarcee RPO Calgary  AB T3E 7C7 Canada,Wine Rack 1,Row 3/bin 3
2010,Chateau Patache d'Aux,Cru lourgeois Medoc,Cab Sauv/Merlot,Bordeaux,France,R,,,2018,,1,,750 mL,$25,WS: A solid red  offers a core of dark plum  braised fig and blackberry flavors  lined with graphite and cocoa. A graphite edge drives the finish along.,A Christmas gift from Louise's medical assistant in 2014. Very kind. ,Atop Wine rack,
2012,Chad Wines,Cabernet Sauvignon Private Reserve,Cabernet Sauvignon,Napa,United States,R,,,2028,,6,,750 mL,$85,Opaque purple  infused with a wonderfully high-toned mix of mountain blueberries and blackberries  black currant and new-French cedar. Ultra-concentrated  rich  ripe. Sumptuous tannins. ,From the fabulous 2012 Napa cab vintage that drew 15 perfect scores from Robert Parker. ,Wine Rack 4,Row 5/bin 1
2010,I Giusti & Zanza Wines,Perbruno Supere Tuscan,Syrah,Tuscany,Italy,R,,,2025,,3,,750 mL,$70.00,WE: The quality of fruit in this expression of Syrah is dark  plush  rich and opulent. The bouquet offers notes of black cherry  prune  smoked bacon  tobacco  white pepper and clove. The tannins are luscious and firm  and there’s plenty of ripe fruit to keep the wine firmly fixed to the palate for many minutes. (4/1/2013) -95,  Via Papa Giovanni XXIII N. 104 Trani  Bari 70059 Italy,Wine Rack 2,
2009,I Balzini-White Label,Dai Colli Della Toscana-Centrale,Sangiovese/Cabernet,Tuscany,Italy,R,,,2027,,7,,750 mL,$54.00,WS: A pure beam of raspberry  violet  cherry  spice and mineral  with a gentle dose of oak for support. Elegant and harmonious  though requires time to unwind. Shows fine intensity and length. , JS: Fascinating aromas of licorice  blackberries and Indian spices follow through to a full body  with velvety tannins and a chocolate  berry aftertaste. Needs another year or two to come together in the bottle  ,Wine Rack 1,Row 3/bin 2
2007,Xavier Vignon Wines,Chateauneuf-du-Pape Cuvee Anonyme,GSM,Chateauneuf-du-Pape,France,R,,,2030,,5,,750 mL,$95.00,RP: A sensational wine with more than three years in barrel. It boasts an inky purple color along with a sweet nose of underbrush  garrigue  licorice  blackderries and black currants. Full  thick  unctuously textured and even flamboyant. ,Tonight's a chateauneuf night w/Boeuf Bourguignone and Ernie and Z. Also had a Tiare Imperiale '07 CdP. Should be a fun night -- Feb. 13  2016.  ,Rhone Rack,Row 1/bin 3
2010,Ettore Germano,Barolo Cerretta ,Nebbiolo,Alba,Italy,R,,,2028,,2,,750 mL,$92.00,RP: The 2010 Barolo Cerretta is a plush and shapely wine with voluptuous contours and soft aromatic layering. This vineyard cru gives rise to some of the plumpest and most fruit-forward expressions of Nebbiolo and the 2010 vintage is an especially good example of that tendency. I love the savory tones of cigar box and old spice that spread so smoothly over the palate. The tannins are very dry and polished in texture. Drink: 2017-, 2028.",Wine Rack 1,Top
2012,Bila-Haut,Cotes de Roussillon Villages,Syran/Grenache/Carignane,Roussillon,France,R,,,2020,,1,,750 mL,$24.00,A tank-aged blend of Syrah  Grenache and Carignan  this is medium- to full-bodied  nicely concentrated and balanced  with impressive amounts of blackberry and currant-styled fruit  herbs  pepper and smoked earth aromas and flavors. Showing more minerality with air  it will drink nicely through 2020., ,French Rack,Row 2/bin 1
2012,Dave Phinney,Locations F2,Grenache/Syrah,Roussillon,France,R,,,2019,,1,,750 mL,$25.00,RP: The Non-Vintage Locations F-2 French Red Wine is all from the 2012 vintage and is a blend of Grenache from the Roussillon  Syrah from the Rhone Valley and assorted Bordeaux varieties. It was fermented in large oak vats and aged in barrel for ten months prior to bottling. A dense ruby/purple color is followed by a big  sweet kiss of licorice  black currants and camphor. Deep  full-bodied and ripe (but not over-ripe)  it possesses good freshness  vibrancy and delineation as well as a juicy  in-your-face style., ,French Rack,Row 2/bin 1
2012,Xavier Vignon Wines,Rasteau,GSM,Southern Rhone Valley,France,R,,,2022,,1,,750 mL,$39.00,WA: Offers a ton of ripe  dark fruit  crushed rock  licorice and minerrtality. Made from 75 percent Grenache  15 percent Syrah and 10 percent Mourvedre. ,  Wine Access: Deep purple to the rim  infused with chiseled aromas of black and red fruits  dark plum  sweet spice and tobacco. Rich and voluptuous. Good length. ,French Rack,Row 2/bin 2
2010,Belasco De Baquedano,Swinto (Crow) Malbec,Malbec,Mendoza-Lujan de Cuyo,Argentina,R,,,2020,,2,,750 mL,$39.99,The magnificent 2010 Swinto offers a medium dark ruby hue and aromas of dark blackberry fruit  toasted oak and spice. Sourced from low yielding old vines of less than 1.5 tons per acre  it boasts richly flavored black fruit and toasted oak on the palate. Aged for 15 months in new French barriques  it is soft and elegant  beautifully balanced  with round tannins and a long lush finish., ,Wine Rack 3,Row 2/bin 2
2013,Robert Storey Cellars (By Burgess Cellars),Napa Valley Cabernet Sauvignon,Cabernet Sauvignon,Napa,United States,R,,,2024,,6,,750 mL,$40.00,This wine is from the Burgess brothers' Estate Vineyards on Howell Mountain and their valley floor Triere vineyard in the Oak Knoll District of Napa Valley. This is a stunning and delicious Cabernet that pleases from stem to stern. A deep and enticing purple hue. A very special Cabernet nose of blackberries  plum and cinnamon spice. Bountiful flavors of complex mouth watering fruit that is dense and pleasing  which includes blackberry pie  red currants  plum  violets and dark chocolate with a cinnamon spice box. Best enjoyed now through 2024., ,Wine Rack 4,Row 1/bin 1
2012,Domaine de la Graveirette,Chateauneuf-du-Pape Les Mementes,Grenache/Cinsault/Syrah,Chateauneuf-du-Pape,France,R,,,2024,,2,,750 mL,$65.00,RP: Another beautiful wine from this estate is the 2012 Châteauneuf du Pape Cuvee les Mementes. There’s a scant 2 500 bottles to go around. Offering up notes of raspberry  creamy licorice  spring flowers and tinges of minerality  it flows onto the palate with medium to full-bodied richness  no hard edges  polished tannin and terrific length. Count me a fan and this impressive Châteauneuf will drink nicely for upward of a decade. , ,Rhone Rack,Row 2/bin 1
2013,Domaine de Robert,Fleurie Cuvee Tradition,Gamay,Beaujolais-Morgon,France,R,,,2035,,6,,750 mL,$$40.00,Brilliant ruby to the rim with piercing  mineral aromas of black cherry  raspberry  sweet spice and violets. Bright  juicy and wonderfully light on its feet  the red fruit core is a thing of beauty -- at once lush  mouthwatering and vibrant -- finishing with lovely high-toned vibrancy and fine Gamay backbone. -- Wine Access, ,Wine Chest,Row 1/bin 2
2012,Barrique Cellars,Oakville Cabernet Sauvignon,Cabernet Sauvignon,Napa-Oakville,United States,R,,,2022,,4,,750 mL,$79.95,Schneider's label. Made by a vintner who's selling his own label at $150+. Wonderful nose  soft tannins. Decant and let stand for 30 minutes., ,Wine Rack 3,Rpw 5/bin 4
2012,Vignobles Biologiques,La Cave Gigondas Les Primaires,GSM 60/30/10,Rhone Valley,France,R,,,2023,,3,,750 mL,$85.00,A smoking Gigondas that does everything right  the 2012 Gigondas Les Primaires is knockout stuff with gorgeous spice  underbrush  licorice  pepper and crushed flower-like nuances all emerging from the glass. This leads to a medium to full-bodied  seamless and elegant Gigondas that has big underlying structure  perfect balance and fine tannin that frames the finish nicely. Give this beauty a year or two once released and enjoy it over the following decade. These are high-quality effort coming from the Gigondas coop  which is currently run by Emile-Bernard Souchiere., ,French Rack,Row3/bin 1
2012,Gruet Winery,Grand Blanc de Noirs,,New Mexico,United States,R,,,2019,,3,,750 mL,$40.00, The rich and toasty character of our 2012 Grand Blanc de Noirs is balanced and superb. Aged for a minimum of two years  the palate is developed and shows rich complex flavors with round mouthfeel. Ripe berry aromas and a smooth  creamy texture with a finish of warm toast - incredibly versatile and delicious! TECHNICAL SPECIFICATIONS 75% Pinot Noir 25% Chardonnay Bottle Aged – minimum of 2 years Alcohol: 12% ,August 2015  at last. Retirement in 27 days! Enjoyed with shrimp and cheese appetizers on the deck before we grilled some lovely swordfish with ravioli.  Laissez les celebrations commencez!!!  dec. 31  2016 -- welcomed in 2017 after a quiet new year's dinner of a grilled veal chop and mushroom pasta in front of a lovely fire in the fireplace. we're off to Farmington in a week to visit the twins and give meg and nick a break.,Wine Rack 3,Row 1/bin 1 (plus box)
2006,Bodega Matarredonda,Libranza,Tempranillo,Toro,Spain,R,,,2030,,3,,750 mL,$44.44,The 2006 Libranza is 100% Tempranillo from 120-year-old vines aged for 14 months in French oak. A glass coating opaque purple color  it has a similar roasted herb note along with pencil lead  licorice  espresso  lavender  black cherry  and blackberry aromas. More structured  with 4-6 years of cellaring potential  it has huge volume  great concentration  succulent fruit  and a totally pleasure-bent personality. This full-bodied  buxom beauty promises to drink well from 2014 to 2031  perhaps longer., ,Wine Rack 1,Row 5/bin 1
2008,Robert Storey Cellars,Spring Mountain District Reserve,Cabernet Sauvignon,Napa-Spring Mountain,United States,R,,,2022,,5,,750 mL,$60.00,,JN: This is a very special and rare wine. It has great pedigree as it is from Guilliams Vineyard and the very nice 2008 Napa vintage. The vineyard is located at a 2 000 ft. elevation in Napa’s Spring Mountain Appellation  near Pride Mountain Winery. The wine has a dazzling taste profile with everything that big Cab lovers enjoy. It’s big  bold and delicious with layer upon layer of fruit and exceptional silkiness. It is 100% Cabernet that spent 36 months in French oak  60% of which was new. The nose is so enticing it sets up for a dazzling attack of fresh and vibrant fruit that has a ton of character. The toasty vanilla oak is nicely intertwined with appealing fruit including blackberry  dark raspberry  crushed red flowers  plum  coffee and dark chocolate with a nutmeg cinnamon spice box. Nice intensity and voluptuousness with a long classic finish. This drinks beautifully now and will continue to drink nicely for many more years. Pair this with steak au poivre  roast beef with Yorkshire pudding  Osso Buco  coq au vin  or chocolate souffle. ,Wine Rack 3,Row 3/bin 4
2013,Herringbone,Reserve Napa Valley Cabernet Sauvignon,Cab/petit sirah,Napa,United States,R,,,2020,,3,,750 mL,$34.99,This Cabernet Sauvignon is a plush  and pleasing wine that is both accessible now and will continue to drink well for years to come. This wine is from 3 of Napa’s greatest Cabernet sub-appellations: Stags Leap District  Oakville and Yountville. It is 98% Cabernet Sauvignon and 2% Petite Syrah. It spent 15 months in French Oak  35% of which was new. The nose is mighty fine as it shows off vivid fruit from its fine Napa pedigree. Aromas of primarily dark red fruit including black raspberries and black cherries with touches of plum and blueberries. Medium bodied  consumer friendly  and smooth  with creme de cassis  black cherry  licorice  dark cherry  vanilla and dark chocolate. A nice mouth feel with silky tannins  and good personality on the finish. Best enjoyed now through 2020. Pair with mustard crusted lamb chops with mint jelly  hearty chicken and dumplings  Filet Mignon with mushroom and rosemary  lamb chops with a balsamic vinegar reduction  grilled shish kebobs  or Yankee Pot Roast. ,   P.O. Box 111 St. Helena  CA 94574,Wine Rack 3,Row 4/bin 5
